DATE,OPEN,HIGH,LOW,CLOSE,NUM_TRADES,VOLUME,WAPRICE
2020-08-14,105.5,105.5,104.62,105.5,136,2566.0,105.33
2020-08-17,105.51,105.51,104.6,105.33,152,3231.0,104.96
2020-08-18,105.39,105.49,104.9,104.91,144,2976.0,105.17
2020-08-19,104.99,105.5,104.76,105.44,297,3796.0,105.03
2020-08-20,105.47,105.5,104.94,105.47,386,4844.0,105.46
2020-08-21,104.91,105.5,104.91,105.26,96,1644.0,105.12
2020-08-24,105.26,105.5,104.93,105.39,127,2973.0,105.37
2020-08-25,105.52,105.69,105.01,105.45,104,3750.0,105.52
2020-08-26,105.21,105.59,105.07,105.49,88,2105.0,105.47
2020-08-27,105.5,105.5,105.11,105.45,81,2718.0,105.37
2020-08-28,105.23,105.66,105.23,105.44,78,3673.0,105.43
2020-08-31,105.22,105.7,105.11,105.45,104,6920.0,105.47
2020-09-01,105.72,105.72,105.29,105.4,83,1570.0,105.42
2020-09-02,105.49,105.67,105.3,105.59,120,4802.0,105.42
2020-09-03,105.45,105.69,105.31,105.4,91,3307.0,105.63
2020-09-04,105.3,105.7,105.25,105.28,124,2941.0,105.55
2020-09-07,105.7,105.7,104.85,105.28,141,3469.0,105.38
2020-09-08,105.69,105.69,104.77,104.81,166,4131.0,105.0
2020-09-09,105.0,105.56,104.65,105.4,159,1478.0,104.86
2020-09-10,105.57,105.57,104.7,105.01,159,3589.0,104.9
2020-09-11,105.19,105.55,105.01,105.39,82,988.0,105.33
2020-09-14,105.0,105.64,104.72,105.6,99,2628.0,105.42
2020-09-15,105.66,106.06,105.5,106.06,214,4693.0,105.6
2020-09-16,105.55,106.29,105.55,106.22,139,9125.0,106.03
2020-09-17,106.0,106.83,105.56,105.57,119,8841.0,106.04
2020-09-18,106.44,106.79,105.73,105.94,95,3439.0,105.87
2020-09-21,105.53,106.54,105.53,105.77,132,7396.0,106.06
2020-09-22,106.44,106.44,105.76,106.0,74,969.0,105.92
2020-09-23,106.41,106.41,105.61,105.86,97,4801.0,105.96
2020-09-24,105.8,106.3,105.52,106.01,114,8471.0,105.89
2020-09-25,106.26,106.26,105.5,105.9,95,2554.0,105.77
2020-09-28,105.9,105.9,105.25,105.85,131,2640.0,105.71
2020-09-29,105.84,105.9,105.4,105.85,74,2810.0,105.73
2020-09-30,106.08,106.08,105.66,105.79,77,881.0,105.75
2020-10-01,106.08,106.18,105.32,105.65,97,2023.0,105.79
2020-10-02,105.65,105.99,105.33,105.9,147,2882.0,105.81
2020-10-05,105.57,106.22,105.36,106.1,122,2463.0,105.88
2020-10-06,106.25,106.26,106.0,106.06,82,10551.0,106.02
2020-10-07,106.06,106.27,106.01,106.05,85,1874.0,106.06
2020-10-08,106.42,106.42,106.0,106.05,80,1540.0,106.06
2020-10-09,106.43,106.43,106.0,106.04,110,2535.0,106.05
2020-10-12,106.18,106.18,105.52,106.0,339,4423.0,105.71
2020-10-13,106.29,106.29,105.45,105.82,147,5429.0,105.84
2020-10-14,106.15,106.15,105.8,105.95,91,3164.0,105.92
2020-10-15,106.14,106.14,105.75,105.99,107,1941.0,105.91
2020-10-16,106.16,106.16,105.8,106.0,104,2204.0,105.94
2020-10-19,106.19,106.19,105.86,105.97,106,2227.0,105.99
2020-10-20,106.1,106.1,105.81,105.88,188,6637.0,105.87
2020-10-21,106.2,106.2,105.84,105.85,286,5517.0,105.91
2020-10-22,105.99,106.0,105.79,105.93,359,7803.0,105.92
2020-10-23,106.19,106.44,105.9,106.17,442,5738.0,106.06
2020-10-26,106.18,106.41,105.71,106.24,299,8195.0,106.13
2020-10-27,106.4,106.4,106.03,106.15,163,2048.0,106.25
2020-10-28,106.4,106.4,105.95,106.0,239,6636.0,106.04
